date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:23:13	41571/41571	---M--	200	added ('OK')	image/png	etag:%2228facff8738d045ce685e1996df19782%22	https://d266key948fg17.cloudfront.net/uploads/16045336391512dba23c89eb30c12860ed7fbb0ad0.png	C:/My%20Web%20Sites/coin%20master%20template%20new/d266key948fg17.cloudfront.net/uploads/16045336391512dba23c89eb30c12860ed7fbb0ad0.png	(from https://spinscoinslink.blogspot.com/)
01:23:13	48879/48879	---M--	200	added ('OK')	image/png	etag:%22fa46972b40d0aebaa7669b97a2862727%22	https://d266key948fg17.cloudfront.net/uploads/16045336391ddad138ed821761d3d1acd61a69122b.png	C:/My%20Web%20Sites/coin%20master%20template%20new/d266key948fg17.cloudfront.net/uploads/16045336391ddad138ed821761d3d1acd61a69122b.png	(from https://spinscoinslink.blogspot.com/)
01:23:15	2822/2822	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2018:23:14%20GMT	https://spinscoinslink.blogspot.com/style.css	C:/My%20Web%20Sites/coin%20master%20template%20new/spinscoinslink.blogspot.com/style.d.delayed	(from https://spinscoinslink.blogspot.com/)
01:23:15	2123/2123	---M--	200	added ('OK')	image/png	etag:%220688a2ace48249c2c9159ef1527c31d8%22	https://d266key948fg17.cloudfront.net/uploads/160453364067f2d27895daf1622f05561fd9a43e77.png	C:/My%20Web%20Sites/coin%20master%20template%20new/d266key948fg17.cloudfront.net/uploads/160453364067f2d27895daf1622f05561fd9a43e77.png	(from https://spinscoinslink.blogspot.com/)
01:23:15	48878/48878	---M--	200	added ('OK')	image/png	etag:%227c80e67d51d54148d25af0b5c047c5b3%22	https://d266key948fg17.cloudfront.net/uploads/16045336405cc6ae87c758b130ae53ebb51e50c96a.png	C:/My%20Web%20Sites/coin%20master%20template%20new/d266key948fg17.cloudfront.net/uploads/16045336405cc6ae87c758b130ae53ebb51e50c96a.png	(from https://spinscoinslink.blogspot.com/)
01:23:15	1260/1260	---M--	200	added ('OK')	image/png	etag:%22b0621b30f14871e2a86001be38e9b590%22	https://d266key948fg17.cloudfront.net/uploads/16045550968c91c5506ae72df6da090b92c1549ca6.png	C:/My%20Web%20Sites/coin%20master%20template%20new/d266key948fg17.cloudfront.net/uploads/16045550968c91c5506ae72df6da090b92c1549ca6.png	(from https://spinscoinslink.blogspot.com/)
01:23:15	21164/21164	---M--	200	added ('OK')	image/png	etag:%22680467e8eccc72a5512c5238d8d841b2%22	https://d266key948fg17.cloudfront.net/uploads/16043656942322cec5430f36cf035cf9b2c3c8c619.png	C:/My%20Web%20Sites/coin%20master%20template%20new/d266key948fg17.cloudfront.net/uploads/16043656942322cec5430f36cf035cf9b2c3c8c619.png	(from https://spinscoinslink.blogspot.com/)
01:23:16	15315/15315	---M--	200	added ('OK')	image/png	etag:%221cf00d43bfc411d3a08388990221baac%22	https://d266key948fg17.cloudfront.net/uploads/1604367039ec0edcc30eebf438c0489974183b97da.png	C:/My%20Web%20Sites/coin%20master%20template%20new/d266key948fg17.cloudfront.net/uploads/1604367039ec0edcc30eebf438c0489974183b97da.png	(from https://spinscoinslink.blogspot.com/)
01:23:17	2822/2822	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2018:23:16%20GMT	https://spinscoinslink.blogspot.com/main.js	C:/My%20Web%20Sites/coin%20master%20template%20new/spinscoinslink.blogspot.com/main.13.delayed	(from https://spinscoinslink.blogspot.com/)
01:23:17	85578/85578	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	C:/My%20Web%20Sites/coin%20master%20template%20new/ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	(from https://spinscoinslink.blogspot.com/)
01:23:18	26922/26922	---MCZ	200	added ('OK')	application/javascript	etag:W/%221d4bf449a445ba3f51ddbb265bb20a66%22	https://d3qborf6vf5lth.cloudfront.net/5f23695.js	C:/My%20Web%20Sites/coin%20master%20template%20new/d3qborf6vf5lth.cloudfront.net/5f23695.js	(from https://spinscoinslink.blogspot.com/)
01:23:19	2822/2822	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2018:23:18%20GMT	https://spinscoinslink.blogspot.com/customTemplateGlobal.set	C:/My%20Web%20Sites/coin%20master%20template%20new/spinscoinslink.blogspot.com/customTemplateGlobal.16.delayed	(from https://spinscoinslink.blogspot.com/)
